4.4986,4.3864,4.2425,4.2807,4.2509,4.2613,4.3732,4.3496,4.7929,5.4501,5.9100,6.6887,7.2873,7.8143,8.4209,8.6937,8.8139,8.9372,8.9223,8.7468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.3566,4.2424,3.9452,3.9855,4.2615,4.3732,4.4777,4.6556,4.9269,5.3058,5.8282,6.6829,7.1895,7.6211,8.0777,8.1505,8.1630,8.3462,8.5990,8.6739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.1362,4.0947,3.8676,4.0558,4.2545,4.4621,4.9256,4.7932,5.0165,5.2124,NaN,NaN,7.0414,7.4615,7.7237,7.9356,7.9668,8.0339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,4.7009,NaN,NaN,NaN,NaN,5.2262,4.8188,5.0097,5.1207,NaN,6.4899,6.8319,7.1793,7.3457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.3430,4.1560,4.1814,4.1664,4.2156,4.8269,4.9967,5.0329,5.1032,5.2854,5.6194,5.9343,6.2884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.8757,8.0218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1549,2.9722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.8946,7.9519,8.4639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2440,2.9115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.8302,8.0781,8.2305,8.6906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0179,2.5386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.6952,7.9683,8.3451,8.6337,9.3117,NaN,NaN,NaN,NaN,NaN,NaN,2.6757,2.3385,2.3584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.6162,7.8903,8.3043,8.7712,9.3315,9.6002,9.8175,NaN,NaN,NaN,NaN,NaN,2.2383,2.5687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4033,3.2259
7.5243,7.8864,8.3259,8.7111,9.2921,9.7090,9.7936,9.4792,NaN,NaN,NaN,NaN,2.4535,2.7622,2.7359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4345,3.5119,NaN
7.4223,7.7707,8.2751,8.7091,9.2153,9.6582,9.7630,9.2774,9.9233,10.8850,10.7937,9.3618,5.2695,4.3383,3.7173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0912,3.4492,NaN,NaN
7.4885,7.7042,8.1436,8.6139,9.0894,9.5105,9.5580,9.0513,9.8957,10.8306,11.2241,10.2906,7.7397,6.8231,5.6622,4.6746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4709,2.8624,NaN,NaN,NaN
7.4148,7.6182,7.9588,8.3062,8.7518,9.0325,8.8682,8.8354,9.9928,11.0854,11.2727,10.6220,NaN,8.2033,6.8683,5.0519,3.9990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3709,NaN,NaN,NaN,NaN
